park_code,park_name,fee_per_car,fee_per_person,street_address,city,state,zip_code,phone_number,email_address,lat,lng,Weather Summary,num_of_trails,avg_difficulty,avg_rating
vafo,Valley Forge National Historical Park,0,0,1400 North Outer Line Drive,King of Prussia,PA,19406,N/A,vafo_superintendent@nps.gov,40.10054985,-75.44581889,Winters at Valley Forge are cold and damp with a cool spring and fall and a hot and humid summer. Sturdy hiking shoes are recommended for outdoor recreation during the snowy winter season.,0.0,0.0,0.0
vama,Vanderbilt Mansion National Historic Site,0,0,81 Vanderbilt Park Road,Hyde Park,NY,12538,N/A,margaret_laffin@nps.gov,41.79697937,-73.94205557,"Spring: Temperatures usually range from 40°F to 70°F. Rain is not uncommon. Summer: Temperatures usually range from 70° F to 100° F. Humidity can be high throughout the summer months with periods of rain. Fall: Temperatures usually range from 40° F to 70° F. Peak leaf season is mid-October. Rain is not uncommon. Winter: Temperatures usually range from 30° F to 50°F. Ice, Freezing Rain and Snow are not uncommon.",0.0,0.0,0.0
vick,Vicksburg National Military Park,20.00,25.00,3201 Clay Street,Vicksburg,MS,39183,6016360583,Vick_Interpretation@nps.gov,32.3621286,-90.85030186,"Spring and fall in Vicksburg are always very pleasant with cool nights and warm, sunny days with temperatures ranging from lows of 40 degrees to highs of 70 degrees. Winter weather in Mississippi is usually mild except for occasional cold air invasions which normally last only a couple of days. Temperatures range from lows of 30 degrees to highs of 50 degrees. In the summer, weather is consistently hot, beginning in the low 70's and climbing to highs ranging from 80-100 degrees in the afternoon.",0.0,0.0,0.0
viis,Virgin Islands National Park,0.00,2.50,1300 Cruz Bay Creek,St. John,VI,00830,3407766201,viis_interpretation@nps.gov,18.34279656,-64.74194451,"Mostly Perfect! The Tradewinds (the Easterlies) dominate the weather in the Virgin Islands, blowing east to west across the tropical Atlantic. The winter tends to bring stronger winds and less rain, and the summer tends to bring more rain and lighter winds. Be sure to check the forecast often during hurricane season or winter swell events.",0.0,0.0,0.0
voya,Voyageurs National Park,0,0,Voyageurs National Park Headquarters,International Falls,MN,56649,N/A,VOYA_info@nps.gov,48.48370609,-92.8382913,"There are four distinct seasons in Voyageur country. The air is temperate during June, July, and August when periods of fine, mild weather prevail. The frost-free season averages 120 days from June to mid-September. The average ice-out date is May 3 but varies year to year. Annual precipitation (rain and snow) averages 25-28 inches in the park and snowfall ranges from 55-70 inches, but is highly variable. The first measurable snowfall occurs in late October and the last in late April or early May.",3.0,1.6666666666666667,3.8333333333333335
waba,Washita Battlefield National Historic Site,0,0,"18555 Hwy 47A, Ste. A",Cheyenne,OK,73628,N/A,waba_interpretation@nps.gov,35.62083963,-99.70445143,"Weather in western Oklahoma can vary considerably. Winters can be mild to severe with ice storms being the biggest concern. Spring is usually short but pleasant although severe weather, including tornadoes, is still a possibility. Usually a strong breeze is associated with spring weather. Summers are brutally hot and visitors should be cautioned about spending any length of time in the heat. Falls are cool with a bitter wind.",0.0,0.0,0.0
wefa,Weir Farm National Historical Park,0,0,735 Nod Hill Road,Wilton,CT,06897,N/A,kristin_lessard@nps.gov,41.25886268,-73.45452542,Weir Farm’s grounds are open all year and each season offers a unique experience. For a comfortable visit please note the following information. Winter: Temperatures average from 20 F to 40 F. Storms and colder weather are possible. Spring: Temperatures average from 30 F to 70 F. Rain is common. Summer: Temperatures average from 60 F to 85 F. High humidity is common in July and August. Fall: Temperatures average from 35 F to 75 F. Foliage season runs from mid-September to mid-to-late October.,0.0,0.0,0.0
whis,Whiskeytown National Recreation Area,15.00,25.00,14412 Kennedy Memorial Drive,Whiskeytown,CA,96095,5302423400,whis_information@nps.gov,40.61359941,-122.6022657,"Whiskeytown NRA is in a Mediterranean climate, which means hot, dry summers followed by cool, wet winters. Summer temperatures often reach the upper 90's to lower 100 degrees Fahrenheit, as well as the occasional thunderstorm. Winter brings snow to the upper elevations (only occasionally down to the lake level of 1,200'), and rain and ice. See the park weather page for the current weather.",0.0,0.0,0.0
whsa,White Sands National Park,25.00,20.00,19955 Hwy 70 W,Alamogordo,NM,88310,5754796124,whsa_interpretation@nps.gov,32.77907858,-106.3333461,Temperatures at White Sands vary greatly throughout the year. Summer time temperatures can be very hot. Winters are mild with cool evenings. Spring time is the windy season. Fall is very enjoyable with mild daytime and night time temperatures.,0.0,0.0,0.0
whmi,Whitman Mission National Historic Site,0,0,328 Whitman Mission Road,Walla Walla,WA,99362,N/A,whmi_interpretation@nps.gov,46.04119286,-118.4629388,"Summers are hot. Hats, water and sunblock are recommended. Winters are mild and rainy with a few snow storms. Layered clothing is advised.",0.0,0.0,0.0
wicr,Wilson's Creek National Battlefield,10.00,15.00,6424 W. Farm Road 182,Republic,MO,65738,4177322662,billie_aschwege@nps.gov,37.1000127,-93.40986704,"Summer months are frequently hot and humid, with occasional showers and thunderstorms. Winter months (especially January and February) are frequently cold, with occasional ice and light snow. Spring and fall months are generally pleasant, with occasional showers.",0.0,0.0,0.0
wica,Wind Cave National Park,0,0,26611 US Highway 385,Hot Springs,SD,57747,N/A,WICA_interpretation@nps.gov,43.58012365,-103.4394709,"Spring: Highs range from 50-70°F with highly variable weather. Spring is the park's wettest season. Summer: Hot and generally dry with daytime temperatures regularly exceeding 80°F (27°C). Strong thunderstorms are common and can produce large hail and lightning. Fall: Generally dry with warm days and cool nights. Highs 50-60°F. Lows below freezing are common. Winter: Highs are in the high 30s with lows around 10°F. Snowfall averages 30 inches annually, periodically closing park roads.",8.0,2.25,4.1875
wotr,Wolf Trap National Park for the Performing Arts,0,0,1551 Trap Road,Vienna,VA,22182-1643,N/A,wotr_interp@nps.gov,38.93854526,-77.265089,"The weather at Wolf Trap National Park for the Performing Arts is typical for the mid-Atlantic area. There are four seasons. The majority of visitation is during the summers, which can be hot and humid during the day and cooler at night.",1.0,1.0,4.5
wrst,Wrangell - St Elias National Park & Preserve,0,0,Wrangell-St. Elias National Park & Preserve,Copper Center,AK,99573,N/A,wrst_info@nps.gov,61.4182147,-142.6028439,Varies widely depending on location in park and time of year. Visit https://www.nps.gov/wrst/planyourvisit/weather.htm for detailed information.,0.0,0.0,0.0
wupa,Wupatki National Monument,25.00,40.00,25137 N. Sunset Crater-Wupatki Loop Rd.,Flagstaff,AZ,86004,9286792365 or 9288561705,flag_information@nps.gov,35.55741077,-111.3957216,"Be prepared for variable and extreme weather conditions. You may expect high winds any time of year, summer temperatures above 100ºF (38ºC), afternoon storms July–September, and occasional snow in winter and early spring. Dress in layers, as Wupatki weather can change quickly at any time of year.",0.0,0.0,0.0
yell,Yellowstone National Park,35.00,20.00,2 Officers Row,Yellowstone National Park,WY,82190,307-344-7381,YELL_Information@nps.gov,44.59824417,-110.5471695,"Yellowstone's weather can vary quite a bit, even in a single day. In the summer, daytime highs can exceed 70°F (21°C), only to drop 20 or more degrees when a thunderstorm rolls through. It can snow during any month of the year, and winter lows frequently drop below 0°F (-18°C), especially at night. Bring a range of clothing options, including a warm jacket and rain gear, even in the summer.",123.0,2.2195121951219514,4.341463414634147
york,Yorktown Battlefield Part of Colonial National Historical Park,0,0,Yorktown Battlefield,Yorktown,VA,23690,N/A,colo_info@nps.gov,37.2195,-76.4983,"Yorktown, VA climate is warm during summer when temperatures tend to be in the 80's and cold during winter when temperatures tend to be in the 30's. The warmest month of the year is July with an average maximum temperature of 89.00 degrees Fahrenheit, while the coldest month of the year is January with an average minimum temperature of 28.10 degrees Fahrenheit. For closures in due to inclement weather at Colonial National Historical Park please phone this 24 hour phone number (757) 856-1240.",0.0,0.0,0.0
yose,Yosemite National Park,35.00,20.00,9039 Village Drive,Yosemite,CA,95389,209/372-0200,yose_web_manager@nps.gov,37.84883288,-119.5571873,"Yosemite National Park covers nearly 1,200 square miles (3,100 square km) in the Sierra Nevada, with elevations ranging from about 2,000 feet (600 m) to 13,000 ft (4,000 m). Yosemite receives 95% of its precipitation between October and May (and over 75% between November and March). Most of Yosemite is blanketed in snow from about November through May. (Yosemite Valley can be rainy or snowy in any given winter storm.)",127.0,3.440944881889764,4.590551181102362
yuch,Yukon - Charley Rivers National Preserve,0,0,101 Dunkel St,Fairbanks,AK,99701,N/A,fair_information@nps.gov,65.0935608,-142.7960021,"The area that Yukon-Charley Rivers encompasses is generally classified as sub-arctic, with exceptionally cold winters, relatively warm summers, low annual precipitation, and generally high winds.",0.0,0.0,0.0
zion,Zion National Park,35.00,20.00,Zion National Park,Springdale,UT,84767,435-772-3256,zion_park_information@nps.gov,37.29839254,-113.0265138,"Zion is known for a wide range of weather conditions. Temperatures vary with changes in elevation and day/night temperatures may differ by over 30°F. In summer, temperatures in Zion National Park often exceed 100°F/38°C. Zion experiences monsoons from mid-July into September that result in an increased risk of flash floods. Always be aware of the threat of storms and lightning and be prepared for a wide range of weather conditions. Winters are generally mild.",65.0,3.0,4.323076923076923
