park_code,num_of_trails,avg_difficulty,avg_rating,park_name,fee_per_car,fee_per_person,street_address,city,state,zip,phone,email,lat,lng,weather_summary
thst,0.0,0.0,0.0,Thomas Stone National Historic Site,0.0,0.0,6655 Rose Hill Road,Port Tobacco,MD,20677,0,pam_tripp@nps.gov,38.52934443,-77.037813,Thomas Stone National Historic Site experiences all four seasons. Temperatures can be very warm and humid in the summer months and wet and cold in the winter months.
tica,0.0,0.0,0.0,Timpanogos Cave National Monument,0.0,0.0,2038 W. Alpine Loop Road,American Fork,UT,84003,0,tica_info@nps.gov,40.44039719,-111.7093944,"Although inside the caves its always 43-48 F, temperatures on the cave trail can range from the 30s up to above 100 degrees F, depending on time of year. Carrying drinking water is a necessity, especially in summer. In the mountains, weather sometimes presents interesting challenges. The cave and cave trail do not close due to rain, unless that rain is heavy enough to bring rockfall. They will close due to high winds/rockfall, or in lightning storms. Call the visitor center if you have specific concerns."
timu,0.0,0.0,0.0,Timucuan Ecological & Historic Preserve,0.0,0.0,12713 Fort Caroline Road,Jacksonville,FL,32225,0,timu_information@nps.gov,30.47251894,-81.49950104,"We have mild winters and hot summers. In the winter average highs are in the 60's, lows in the 40's. The summer temperatures reach up into the 90's."
tont,0.0,0.0,0.0,Tonto National Monument,0.0,0.0,26260 N AZ Hwy 188 Lot 2,Roosevelt,AZ,85545,0,tont_information@nps.gov,33.64842945,-111.1135627,Weather during the summer can be extremely hot. It is typically 10 degrees Fahrenheit cooler than Phoenix. Winter weather may create hazardous conditions on the roads to Tonto National Monument. Severe thunderstorms may lead to a closure of the hiking trails.
tusk,0.0,0.0,0.0,Tule Springs Fossil Beds National Monument,0.0,0.0,Tule Springs Fossil Beds National Monument,Las Vegas,NV,89166,0,tusk_information@nps.gov,36.3893217,-115.3202223,"The Tule Springs Fossil Beds is located within the Mojave Desert, with summer temperatures often exceeding 110° F (43.3° C). There are no sources of water or shade at Tule Springs, so it is recommended that you plan your summer visit (May - September) to Tule Springs before the hottest part of the day and exercise caution. Winter temperatures range, on average, from the low 30's F to low 70's F."
tuma,0.0,0.0,0.0,Tumacácori National Historical Park,0.0,0.0,1895 E Frontage Road,Tumacacori,AZ,85640,0,NPS_TUMA_Information@nps.gov,31.567824,-111.051223,"Located above the heat of the low desert, Tumacácori National Historical Park is in the mesquite highlands, close to 3,300 feet in elevation, where temperatures are five to ten degrees cooler than Tucson or Phoenix. Visiting the park in this moderate climate is pleasurable during any season of the year but remember to prepare accordingly. Bring layered clothing and drink plenty of water."
tuzi,0.0,0.0,0.0,Tuzigoot National Monument,0.0,0.0,25 Tuzigoot Rd,Clarkdale,AZ,86324,0,paul_santellan@nps.gov,34.77296377,-112.0279069,"Summers are hot! Temperatures range from 95°F (35°C) to 115°F (46°C). Nighttime temperatures can be much cooler, around 70°F (21°C). From June through August, heavy monsoon rains are common in the afternoons. Winters are cooler, sometimes cold. Highs average around 55°F (13°C); lows can be around 15F (-10°C). Snow is rare, but possible. Rainy days are common in the spring."
vall,0.0,0.0,0.0,Valles Caldera National Preserve,0.0,0.0,39201 New Mexico Highway 4,Jemez Springs,NM,87025,0,vall_info@nps.gov,35.91682872,-106.5195724,"Each season offers a different experience: lush springs, moderate summers, golden falls, and snowy winters. Average temperatures are 22°F (-6 C) in January and 60°F (16 C) in July. Temperature extremes range from a high of 84°F (29 C) in summer to -30°F (-34C) in winter. Precipitation is heavier during summer monsoon rains (thunderstorms) in July and August and winter snowstorms in December through March. Higher elevation lends to much cooler temperatures than nearby Albuquerque."
vafo,0.0,0.0,0.0,Valley Forge National Historical Park,0.0,0.0,1400 North Outer Line Drive,King of Prussia,PA,19406,0,vafo_superintendent@nps.gov,40.10054985,-75.44581889,Winters at Valley Forge are cold and damp with a cool spring and fall and a hot and humid summer. Sturdy hiking shoes are recommended for outdoor recreation during the snowy winter season.
vama,0.0,0.0,0.0,Vanderbilt Mansion National Historic Site,0.0,0.0,81 Vanderbilt Park Road,Hyde Park,NY,12538,0,margaret_laffin@nps.gov,41.79697937,-73.94205557,"Spring: Temperatures usually range from 40°F to 70°F. Rain is not uncommon. Summer: Temperatures usually range from 70° F to 100° F. Humidity can be high throughout the summer months with periods of rain. Fall: Temperatures usually range from 40° F to 70° F. Peak leaf season is mid-October. Rain is not uncommon. Winter: Temperatures usually range from 30° F to 50°F. Ice, Freezing Rain and Snow are not uncommon."
vick,0.0,0.0,0.0,Vicksburg National Military Park,20.0,25.0,3201 Clay Street,Vicksburg,MS,39183,6016360583,Vick_Interpretation@nps.gov,32.3621286,-90.85030186,"Spring and fall in Vicksburg are always very pleasant with cool nights and warm, sunny days with temperatures ranging from lows of 40 degrees to highs of 70 degrees. Winter weather in Mississippi is usually mild except for occasional cold air invasions which normally last only a couple of days. Temperatures range from lows of 30 degrees to highs of 50 degrees. In the summer, weather is consistently hot, beginning in the low 70's and climbing to highs ranging from 80-100 degrees in the afternoon."
viis,0.0,0.0,0.0,Virgin Islands National Park,0.0,2.5,1300 Cruz Bay Creek,St. John,VI,00830,3407766201,viis_interpretation@nps.gov,18.34279656,-64.74194451,"Mostly Perfect! The Tradewinds (the Easterlies) dominate the weather in the Virgin Islands, blowing east to west across the tropical Atlantic. The winter tends to bring stronger winds and less rain, and the summer tends to bring more rain and lighter winds. Be sure to check the forecast often during hurricane season or winter swell events."
waba,0.0,0.0,0.0,Washita Battlefield National Historic Site,0.0,0.0,"18555 Hwy 47A, Ste. A",Cheyenne,OK,73628,0,waba_interpretation@nps.gov,35.62083963,-99.70445143,"Weather in western Oklahoma can vary considerably. Winters can be mild to severe with ice storms being the biggest concern. Spring is usually short but pleasant although severe weather, including tornadoes, is still a possibility. Usually a strong breeze is associated with spring weather. Summers are brutally hot and visitors should be cautioned about spending any length of time in the heat. Falls are cool with a bitter wind."
wefa,0.0,0.0,0.0,Weir Farm National Historical Park,0.0,0.0,735 Nod Hill Road,Wilton,CT,06897,0,kristin_lessard@nps.gov,41.25886268,-73.45452542,Weir Farm’s grounds are open all year and each season offers a unique experience. For a comfortable visit please note the following information. Winter: Temperatures average from 20 F to 40 F. Storms and colder weather are possible. Spring: Temperatures average from 30 F to 70 F. Rain is common. Summer: Temperatures average from 60 F to 85 F. High humidity is common in July and August. Fall: Temperatures average from 35 F to 75 F. Foliage season runs from mid-September to mid-to-late October.
whis,0.0,0.0,0.0,Whiskeytown National Recreation Area,15.0,25.0,14412 Kennedy Memorial Drive,Whiskeytown,CA,96095,5302423400,whis_information@nps.gov,40.61359941,-122.6022657,"Whiskeytown NRA is in a Mediterranean climate, which means hot, dry summers followed by cool, wet winters. Summer temperatures often reach the upper 90's to lower 100 degrees Fahrenheit, as well as the occasional thunderstorm. Winter brings snow to the upper elevations (only occasionally down to the lake level of 1,200'), and rain and ice. See the park weather page for the current weather."
whsa,0.0,0.0,0.0,White Sands National Park,25.0,20.0,19955 Hwy 70 W,Alamogordo,NM,88310,5754796124,whsa_interpretation@nps.gov,32.77907858,-106.3333461,Temperatures at White Sands vary greatly throughout the year. Summer time temperatures can be very hot. Winters are mild with cool evenings. Spring time is the windy season. Fall is very enjoyable with mild daytime and night time temperatures.
whmi,0.0,0.0,0.0,Whitman Mission National Historic Site,0.0,0.0,328 Whitman Mission Road,Walla Walla,WA,99362,0,whmi_interpretation@nps.gov,46.04119286,-118.4629388,"Summers are hot. Hats, water and sunblock are recommended. Winters are mild and rainy with a few snow storms. Layered clothing is advised."
wicr,0.0,0.0,0.0,Wilson's Creek National Battlefield,10.0,15.0,6424 W. Farm Road 182,Republic,MO,65738,4177322662,billie_aschwege@nps.gov,37.1000127,-93.40986704,"Summer months are frequently hot and humid, with occasional showers and thunderstorms. Winter months (especially January and February) are frequently cold, with occasional ice and light snow. Spring and fall months are generally pleasant, with occasional showers."
wrst,0.0,0.0,0.0,Wrangell - St Elias National Park & Preserve,0.0,0.0,Wrangell-St. Elias National Park & Preserve,Copper Center,AK,99573,0,wrst_info@nps.gov,61.4182147,-142.6028439,Varies widely depending on location in park and time of year. Visit https://www.nps.gov/wrst/planyourvisit/weather.htm for detailed information.
wupa,0.0,0.0,0.0,Wupatki National Monument,25.0,40.0,25137 N. Sunset Crater-Wupatki Loop Rd.,Flagstaff,AZ,86004,9286792365 or 9288561705,flag_information@nps.gov,35.55741077,-111.3957216,"Be prepared for variable and extreme weather conditions. You may expect high winds any time of year, summer temperatures above 100ºF (38ºC), afternoon storms July–September, and occasional snow in winter and early spring. Dress in layers, as Wupatki weather can change quickly at any time of year."
york,0.0,0.0,0.0,Yorktown Battlefield Part of Colonial National Historical Park,0.0,0.0,Yorktown Battlefield,Yorktown,VA,23690,0,colo_info@nps.gov,37.2195,-76.4983,"Yorktown, VA climate is warm during summer when temperatures tend to be in the 80's and cold during winter when temperatures tend to be in the 30's. The warmest month of the year is July with an average maximum temperature of 89.00 degrees Fahrenheit, while the coldest month of the year is January with an average minimum temperature of 28.10 degrees Fahrenheit. For closures in due to inclement weather at Colonial National Historical Park please phone this 24 hour phone number (757) 856-1240."
yuch,0.0,0.0,0.0,Yukon - Charley Rivers National Preserve,0.0,0.0,101 Dunkel St,Fairbanks,AK,99701,0,fair_information@nps.gov,65.0935608,-142.7960021,"The area that Yukon-Charley Rivers encompasses is generally classified as sub-arctic, with exceptionally cold winters, relatively warm summers, low annual precipitation, and generally high winds."
